merchant_a,merchant_b,edge_weight
207,170,0.15
193,170,0.15
177,170,0.15
156,170,0.15
111,170,0.15
39,170,0.15
27,170,0.15
26,170,0.15
14,170,0.15
3,170,0.15
494,171,0.15
403,171,0.15
400,171,0.15
377,171,0.15
371,171,0.15
353,171,0.15
327,171,0.15
324,171,0.15
319,171,0.15
313,171,0.15
286,171,0.15
266,171,0.15
235,171,0.15
219,171,0.15
167,171,0.15
161,171,0.15
151,171,0.15
147,171,0.15
126,171,0.15
33,171,0.15
7,171,0.15
481,172,0.15
476,172,0.15
469,172,0.15
468,172,0.15
383,172,0.15
379,172,0.15
359,172,0.15
350,172,0.15
328,172,0.15
272,172,0.15
268,172,0.15
236,172,0.15
231,172,0.15
226,172,0.15
211,172,0.15
208,172,0.15
199,172,0.15
191,172,0.15
131,172,0.15
58,172,0.15
15,172,0.15
466,173,0.15
423,173,0.15
410,173,0.15
361,173,0.15
352,173,0.15
347,173,0.15
343,173,0.15
336,173,0.15
297,173,0.15
296,173,0.15
269,173,0.15
261,173,0.15
220,173,0.15
176,173,0.15
123,173,0.15
116,173,0.15
108,173,0.15
54,173,0.15
49,173,0.15
487,174,0.15
472,174,0.15
470,174,0.15
461,174,0.15
449,174,0.15
447,174,0.15
406,174,0.15
388,174,0.15
378,174,0.15
321,174,0.15
311,174,0.15
301,174,0.15
279,174,0.15
277,174,0.15
260,174,0.15
209,174,0.15
160,174,0.15
154,174,0.15
119,174,0.15
112,174,0.15
106,174,0.15
102,174,0.15
77,174,0.15
69,174,0.15
16,174,0.15
450,175,0.15
440,175,0.15
438,175,0.15
421,175,0.15
380,175,0.15
357,175,0.15
346,175,0.15
335,175,0.15
303,175,0.15
264,175,0.15
252,175,0.15
251,175,0.15
243,175,0.15
223,175,0.15
221,175,0.15
188,175,0.15
179,175,0.15
125,175,0.15
115,175,0.15
40,175,0.15
466,176,0.15
442,176,0.15
436,176,0.15
423,176,0.15
410,176,0.15
361,176,0.15
352,176,0.15
347,176,0.15
336,176,0.15
297,176,0.15
296,176,0.15
269,176,0.15
261,176,0.15
220,176,0.15
173,176,0.15
116,176,0.15
108,176,0.15
80,176,0.15
54,176,0.15
49,176,0.15
32,176,0.15
462,177,0.15
455,177,0.15
424,177,0.15
401,177,0.15
398,177,0.15
384,177,0.15
365,177,0.15
314,177,0.15
295,177,0.15
255,177,0.15
250,177,0.15
248,177,0.15
214,177,0.15
193,177,0.15
170,177,0.15
152,177,0.15
111,177,0.15
98,177,0.15
39,177,0.15
27,177,0.15
26,177,0.15
492,178,0.15
489,178,0.15
420,178,0.15
405,178,0.15
399,178,0.15
394,178,0.15
376,178,0.15
369,178,0.15
368,178,0.15
342,178,0.15
323,178,0.15
262,178,0.15
224,178,0.15
210,178,0.15
180,178,0.15
166,178,0.15
94,178,0.15
45,178,0.15
41,178,0.15
18,178,0.15
450,179,0.15
440,179,0.15
421,179,0.15
380,179,0.15
357,179,0.15
346,179,0.15
335,179,0.15
303,179,0.15
264,179,0.15
252,179,0.15
251,179,0.15
243,179,0.15
223,179,0.15
221,179,0.15
188,179,0.15
175,179,0.15
125,179,0.15
115,179,0.15
40,179,0.15
12,179,0.15
492,180,0.15
489,180,0.15
474,180,0.15
420,180,0.15
405,180,0.15
399,180,0.15
394,180,0.15
376,180,0.15
369,180,0.15
368,180,0.15
342,180,0.15
323,180,0.15
256,180,0.15
224,180,0.15
210,180,0.15
184,180,0.15
178,180,0.15
166,180,0.15
94,180,0.15
45,180,0.15
41,180,0.15
18,180,0.15
471,181,0.15
439,181,0.15
429,181,0.15
412,181,0.15
374,181,0.15
364,181,0.15
325,181,0.15
299,181,0.15
287,181,0.15
258,181,0.15
189,181,0.15
187,181,0.15
146,181,0.15
141,181,0.15
140,181,0.15
135,181,0.15
127,181,0.15
113,181,0.15
110,181,0.15
101,181,0.15
87,181,0.15
79,181,0.15
74,181,0.15
62,181,0.15
37,181,0.15
23,181,0.15
473,182,0.15
465,182,0.15
463,182,0.15
446,182,0.15
433,182,0.15
432,182,0.15
428,182,0.15
354,182,0.15
345,182,0.15
330,182,0.15
322,182,0.15
273,182,0.15
244,182,0.15
153,182,0.15
109,182,0.15
105,182,0.15
91,182,0.15
88,182,0.15
85,182,0.15
76,182,0.15
50,182,0.15
47,182,0.15
31,182,0.15
10,182,0.15
434,183,0.15
387,183,0.15
381,183,0.15
373,183,0.15
339,183,0.15
304,183,0.15
241,183,0.15
218,183,0.15
217,183,0.15
213,183,0.15
196,183,0.15
139,183,0.15
118,183,0.15
92,183,0.15
89,183,0.15
70,183,0.15
67,183,0.15
64,183,0.15
59,183,0.15
44,183,0.15
19,183,0.15
492,184,0.15
489,184,0.15
420,184,0.15
405,184,0.15
399,184,0.15
394,184,0.15
376,184,0.15
369,184,0.15
368,184,0.15
342,184,0.15
323,184,0.15
262,184,0.15
224,184,0.15
210,184,0.15
180,184,0.15
166,184,0.15
94,184,0.15
45,184,0.15
41,184,0.15
18,184,0.15
491,185,0.15
490,185,0.15
484,185,0.15
483,185,0.15
480,185,0.15
443,185,0.15
404,185,0.15
390,185,0.15
382,185,0.15
355,185,0.15
341,185,0.15
334,185,0.15
316,185,0.15
284,185,0.15
233,185,0.15
230,185,0.15
157,185,0.15
137,185,0.15
136,185,0.15
132,185,0.15
128,185,0.15
122,185,0.15
114,185,0.15
13,185,0.15
478,186,0.15
467,186,0.15
459,186,0.15
452,186,0.15
444,186,0.15
435,186,0.15
418,186,0.15
396,186,0.15
386,186,0.15
372,186,0.15
356,186,0.15
247,186,0.15
150,186,0.15
149,186,0.15
96,186,0.15
66,186,0.15
48,186,0.15
35,186,0.15
471,187,0.15
439,187,0.15
412,187,0.15
374,187,0.15
364,187,0.15
325,187,0.15
299,187,0.15
287,187,0.15
258,187,0.15
249,187,0.15
189,187,0.15
181,187,0.15
141,187,0.15
140,187,0.15
127,187,0.15
117,187,0.15
113,187,0.15
110,187,0.15
101,187,0.15
87,187,0.15
79,187,0.15
74,187,0.15
62,187,0.15
37,187,0.15
23,187,0.15
450,188,0.15
440,188,0.15
438,188,0.15
421,188,0.15
380,188,0.15
346,188,0.15
335,188,0.15
303,188,0.15
264,188,0.15
252,188,0.15
251,188,0.15
243,188,0.15
223,188,0.15
221,188,0.15
179,188,0.15
175,188,0.15
125,188,0.15
40,188,0.15
12,188,0.15
471,189,0.15
439,189,0.15
429,189,0.15
412,189,0.15
374,189,0.15
364,189,0.15
325,189,0.15
299,189,0.15
287,189,0.15
258,189,0.15
249,189,0.15
187,189,0.15
181,189,0.15
146,189,0.15
141,189,0.15
140,189,0.15
135,189,0.15
127,189,0.15
117,189,0.15
113,189,0.15
110,189,0.15
101,189,0.15
87,189,0.15
79,189,0.15
74,189,0.15
62,189,0.15
37,189,0.15
23,189,0.15
500,190,0.15
427,190,0.15
426,190,0.15
425,190,0.15
397,190,0.15
367,190,0.15
360,190,0.15
351,190,0.15
348,190,0.15
344,190,0.15
331,190,0.15
329,190,0.15
318,190,0.15
317,190,0.15
315,190,0.15
309,190,0.15
281,190,0.15
278,190,0.15
276,190,0.15
275,190,0.15
169,190,0.15
159,190,0.15
120,190,0.15
75,190,0.15
38,190,0.15
29,190,0.15
22,190,0.15
481,191,0.15
476,191,0.15
469,191,0.15
468,191,0.15
383,191,0.15
379,191,0.15
359,191,0.15
350,191,0.15
328,191,0.15
272,191,0.15
236,191,0.15
231,191,0.15
226,191,0.15
211,191,0.15
208,191,0.15
199,191,0.15
194,191,0.15
172,191,0.15
131,191,0.15
58,191,0.15
15,191,0.15
496,192,0.15
437,192,0.15
366,192,0.15
326,192,0.15
294,192,0.15
291,192,0.15
263,192,0.15
257,192,0.15
242,192,0.15
234,192,0.15
205,192,0.15
204,192,0.15
203,192,0.15
202,192,0.15
201,192,0.15
200,192,0.15
163,192,0.15
145,192,0.15
129,192,0.15
103,192,0.15
99,192,0.15
83,192,0.15
65,192,0.15
63,192,0.15
60,192,0.15
52,192,0.15
43,192,0.15
42,192,0.15
11,192,0.15
462,193,0.15
455,193,0.15
424,193,0.15
422,193,0.15
401,193,0.15
398,193,0.15
384,193,0.15
365,193,0.15
314,193,0.15
295,193,0.15
255,193,0.15
248,193,0.15
214,193,0.15
207,193,0.15
177,193,0.15
170,193,0.15
156,193,0.15
152,193,0.15
111,193,0.15
98,193,0.15
39,193,0.15
27,193,0.15
26,193,0.15
14,193,0.15
3,193,0.15
481,194,0.15
476,194,0.15
469,194,0.15
468,194,0.15
383,194,0.15
379,194,0.15
359,194,0.15
350,194,0.15
328,194,0.15
272,194,0.15
268,194,0.15
236,194,0.15
231,194,0.15
226,194,0.15
211,194,0.15
208,194,0.15
199,194,0.15
191,194,0.15
131,194,0.15
58,194,0.15
15,194,0.15
493,195,0.15
485,195,0.15
475,195,0.15
453,195,0.15
451,195,0.15
349,195,0.15
307,195,0.15
290,195,0.15
259,195,0.15
240,195,0.15
229,195,0.15
227,195,0.15
216,195,0.15
165,195,0.15
148,195,0.15
143,195,0.15
121,195,0.15
72,195,0.15
434,196,0.15
381,196,0.15
373,196,0.15
241,196,0.15
218,196,0.15
217,196,0.15
213,196,0.15
183,196,0.15
139,196,0.15
118,196,0.15
92,196,0.15
89,196,0.15
70,196,0.15
64,196,0.15
59,196,0.15
44,196,0.15
19,196,0.15
5,196,0.15
498,197,0.15
488,197,0.15
479,197,0.15
458,197,0.15
454,197,0.15
445,197,0.15
402,197,0.15
395,197,0.15
389,197,0.15
320,197,0.15
288,197,0.15
254,197,0.15
238,197,0.15
237,197,0.15
212,197,0.15
164,197,0.15
57,197,0.15
53,197,0.15
24,197,0.15
9,197,0.15
493,198,0.15
485,198,0.15
475,198,0.15
453,198,0.15
451,198,0.15
349,198,0.15
307,198,0.15
290,198,0.15
259,198,0.15
240,198,0.15
229,198,0.15
227,198,0.15
216,198,0.15
165,198,0.15
148,198,0.15
143,198,0.15
121,198,0.15
72,198,0.15
481,199,0.15
469,199,0.15
468,199,0.15
383,199,0.15
379,199,0.15
359,199,0.15
350,199,0.15
328,199,0.15
272,199,0.15
268,199,0.15
236,199,0.15
231,199,0.15
226,199,0.15
211,199,0.15
208,199,0.15
194,199,0.15
191,199,0.15
172,199,0.15
58,199,0.15
15,199,0.15
437,200,0.15
366,200,0.15
294,200,0.15
291,200,0.15
263,200,0.15
257,200,0.15
242,200,0.15
234,200,0.15
192,200,0.15
163,200,0.15
145,200,0.15
129,200,0.15
103,200,0.15
83,200,0.15
65,200,0.15
52,200,0.15
43,200,0.15
42,200,0.15
437,201,0.15
366,201,0.15
294,201,0.15
291,201,0.15
263,201,0.15
257,201,0.15
242,201,0.15
234,201,0.15
192,201,0.15
163,201,0.15
145,201,0.15
129,201,0.15
103,201,0.15
83,201,0.15
65,201,0.15
52,201,0.15
43,201,0.15
42,201,0.15
437,202,0.15
366,202,0.15
294,202,0.15
291,202,0.15
263,202,0.15
257,202,0.15
242,202,0.15
234,202,0.15
192,202,0.15
163,202,0.15
145,202,0.15
129,202,0.15
103,202,0.15
83,202,0.15
65,202,0.15
52,202,0.15
43,202,0.15
42,202,0.15
437,203,0.15
366,203,0.15
294,203,0.15
291,203,0.15
263,203,0.15
257,203,0.15
242,203,0.15
234,203,0.15
192,203,0.15
163,203,0.15
145,203,0.15
129,203,0.15
103,203,0.15
83,203,0.15
65,203,0.15
52,203,0.15
43,203,0.15
42,203,0.15
437,204,0.15
366,204,0.15
294,204,0.15
291,204,0.15
263,204,0.15
257,204,0.15
242,204,0.15
234,204,0.15
192,204,0.15
163,204,0.15
145,204,0.15
129,204,0.15
103,204,0.15
83,204,0.15
65,204,0.15
52,204,0.15
43,204,0.15
42,204,0.15
437,205,0.15
366,205,0.15
294,205,0.15
291,205,0.15
263,205,0.15
257,205,0.15
242,205,0.15
234,205,0.15
192,205,0.15
163,205,0.15
145,205,0.15
129,205,0.15
103,205,0.15
83,205,0.15
65,205,0.15
52,205,0.15
43,205,0.15
42,205,0.15
497,206,0.15
495,206,0.15
441,206,0.15
419,206,0.15
411,206,0.15
409,206,0.15
407,206,0.15
375,206,0.15
338,206,0.15
312,206,0.15
305,206,0.15
293,206,0.15
282,206,0.15
245,206,0.15
232,206,0.15
158,206,0.15
68,206,0.15
46,206,0.15
28,206,0.15
25,206,0.15
462,207,0.15
455,207,0.15
424,207,0.15
401,207,0.15
398,207,0.15
384,207,0.15
365,207,0.15
314,207,0.15
295,207,0.15
255,207,0.15
250,207,0.15
248,207,0.15
214,207,0.15
193,207,0.15
170,207,0.15
152,207,0.15
111,207,0.15
98,207,0.15
39,207,0.15
27,207,0.15
26,207,0.15
481,208,0.15
476,208,0.15
469,208,0.15
383,208,0.15
379,208,0.15
359,208,0.15
350,208,0.15
328,208,0.15
272,208,0.15
268,208,0.15
236,208,0.15
231,208,0.15
226,208,0.15
211,208,0.15
199,208,0.15
194,208,0.15
191,208,0.15
172,208,0.15
131,208,0.15
58,208,0.15
487,209,0.15
472,209,0.15
470,209,0.15
461,209,0.15
449,209,0.15
447,209,0.15
406,209,0.15
388,209,0.15
378,209,0.15
321,209,0.15
311,209,0.15
301,209,0.15
174,209,0.15
160,209,0.15
154,209,0.15
119,209,0.15
112,209,0.15
106,209,0.15
102,209,0.15
69,209,0.15
16,209,0.15
489,210,0.15
474,210,0.15
420,210,0.15
405,210,0.15
394,210,0.15
376,210,0.15
368,210,0.15
342,210,0.15
323,210,0.15
262,210,0.15
256,210,0.15
224,210,0.15
184,210,0.15
180,210,0.15
178,210,0.15
166,210,0.15
94,210,0.15
45,210,0.15
41,210,0.15
18,210,0.15
481,211,0.15
476,211,0.15
468,211,0.15
383,211,0.15
379,211,0.15
359,211,0.15
350,211,0.15
328,211,0.15
272,211,0.15
268,211,0.15
236,211,0.15
231,211,0.15
226,211,0.15
208,211,0.15
199,211,0.15
194,211,0.15
191,211,0.15
172,211,0.15
131,211,0.15
58,211,0.15
15,211,0.15
498,212,0.15
488,212,0.15
479,212,0.15
458,212,0.15
454,212,0.15
445,212,0.15
402,212,0.15
395,212,0.15
389,212,0.15
385,212,0.15
320,212,0.15
288,212,0.15
254,212,0.15
238,212,0.15
237,212,0.15
197,212,0.15
164,212,0.15
84,212,0.15
61,212,0.15
57,212,0.15
53,212,0.15
24,212,0.15
9,212,0.15
434,213,0.15
387,213,0.15
381,213,0.15
373,213,0.15
339,213,0.15
304,213,0.15
241,213,0.15
218,213,0.15
217,213,0.15
196,213,0.15
183,213,0.15
139,213,0.15
118,213,0.15
92,213,0.15
67,213,0.15
64,213,0.15
59,213,0.15
19,213,0.15
5,213,0.15
462,214,0.15
424,214,0.15
422,214,0.15
401,214,0.15
398,214,0.15
384,214,0.15
365,214,0.15
314,214,0.15
295,214,0.15
255,214,0.15
250,214,0.15
248,214,0.15
207,214,0.15
193,214,0.15
177,214,0.15
170,214,0.15
156,214,0.15
152,214,0.15
111,214,0.15
98,214,0.15
39,214,0.15
27,214,0.15
26,214,0.15
14,214,0.15
3,214,0.15
497,215,0.15
495,215,0.15
441,215,0.15
419,215,0.15
411,215,0.15
409,215,0.15
407,215,0.15
375,215,0.15
338,215,0.15
312,215,0.15
305,215,0.15
293,215,0.15
282,215,0.15
245,215,0.15
232,215,0.15
158,215,0.15
68,215,0.15
46,215,0.15
28,215,0.15
25,215,0.15
493,216,0.15
485,216,0.15
475,216,0.15
453,216,0.15
451,216,0.15
349,216,0.15
307,216,0.15
290,216,0.15
259,216,0.15
240,216,0.15
229,216,0.15
198,216,0.15
195,216,0.15
165,216,0.15
148,216,0.15
143,216,0.15
121,216,0.15
72,216,0.15
387,217,0.15
381,217,0.15
373,217,0.15
339,217,0.15
304,217,0.15
218,217,0.15
213,217,0.15
196,217,0.15
183,217,0.15
118,217,0.15
92,217,0.15
89,217,0.15
70,217,0.15
67,217,0.15
64,217,0.15
44,217,0.15
5,217,0.15
434,218,0.15
387,218,0.15
381,218,0.15
373,218,0.15
339,218,0.15
304,218,0.15
241,218,0.15
217,218,0.15
213,218,0.15
196,218,0.15
183,218,0.15
139,218,0.15
92,218,0.15
89,218,0.15
70,218,0.15
67,218,0.15
64,218,0.15
59,218,0.15
44,218,0.15
19,218,0.15
5,218,0.15
448,219,0.15
403,219,0.15
377,219,0.15
371,219,0.15
353,219,0.15
327,219,0.15
324,219,0.15
319,219,0.15
313,219,0.15
286,219,0.15
266,219,0.15
235,219,0.15
171,219,0.15
161,219,0.15
151,219,0.15
147,219,0.15
126,219,0.15
33,219,0.15
7,219,0.15
466,220,0.15
442,220,0.15
436,220,0.15
423,220,0.15
410,220,0.15
361,220,0.15
347,220,0.15
343,220,0.15
336,220,0.15
297,220,0.15
269,220,0.15
261,220,0.15
176,220,0.15
173,220,0.15
123,220,0.15
116,220,0.15
80,220,0.15
54,220,0.15
49,220,0.15
32,220,0.15
438,221,0.15
421,221,0.15
380,221,0.15
357,221,0.15
346,221,0.15
335,221,0.15
303,221,0.15
252,221,0.15
251,221,0.15
243,221,0.15
223,221,0.15
188,221,0.15
179,221,0.15
175,221,0.15
125,221,0.15
115,221,0.15
40,221,0.15
12,221,0.15
477,222,0.15
416,222,0.15
393,222,0.15
370,222,0.15
363,222,0.15
333,222,0.15
310,222,0.15
292,222,0.15
270,222,0.15
267,222,0.15
265,222,0.15
246,222,0.15
228,222,0.15
162,222,0.15
142,222,0.15
138,222,0.15
133,222,0.15
124,222,0.15
107,222,0.15
104,222,0.15
100,222,0.15
95,222,0.15
78,222,0.15
73,222,0.15
56,222,0.15
36,222,0.15
34,222,0.15
6,222,0.15
450,223,0.15
440,223,0.15
438,223,0.15
421,223,0.15
357,223,0.15
346,223,0.15
335,223,0.15
303,223,0.15
264,223,0.15
252,223,0.15
251,223,0.15
243,223,0.15
221,223,0.15
188,223,0.15
179,223,0.15
175,223,0.15
125,223,0.15
115,223,0.15
40,223,0.15
12,223,0.15
492,224,0.15
489,224,0.15
474,224,0.15
420,224,0.15
405,224,0.15
399,224,0.15
394,224,0.15
376,224,0.15
369,224,0.15
368,224,0.15
342,224,0.15
323,224,0.15
262,224,0.15
256,224,0.15
210,224,0.15
184,224,0.15
180,224,0.15
178,224,0.15
166,224,0.15
94,224,0.15
45,224,0.15
41,224,0.15
18,224,0.15
460,225,0.15
457,225,0.15
456,225,0.15
417,225,0.15
413,225,0.15
408,225,0.15
392,225,0.15
391,225,0.15
362,225,0.15
340,225,0.15
308,225,0.15
306,225,0.15
289,225,0.15
280,225,0.15
271,225,0.15
253,225,0.15
168,225,0.15
20,225,0.15
17,225,0.15
8,225,0.15
2,225,0.15
1,225,0.15
481,226,0.15
476,226,0.15
469,226,0.15
468,226,0.15
379,226,0.15
359,226,0.15
350,226,0.15
328,226,0.15
272,226,0.15
268,226,0.15
236,226,0.15
231,226,0.15
211,226,0.15
208,226,0.15
199,226,0.15
194,226,0.15
191,226,0.15
172,226,0.15
131,226,0.15
58,226,0.15
15,226,0.15
493,227,0.15
485,227,0.15
475,227,0.15
453,227,0.15
451,227,0.15
349,227,0.15
307,227,0.15
290,227,0.15
259,227,0.15
240,227,0.15
229,227,0.15
198,227,0.15
195,227,0.15
165,227,0.15
148,227,0.15
143,227,0.15
121,227,0.15
72,227,0.15
416,228,0.15
415,228,0.15
393,228,0.15
363,228,0.15
310,228,0.15
292,228,0.15
283,228,0.15
270,228,0.15
267,228,0.15
265,228,0.15
246,228,0.15
222,228,0.15
162,228,0.15
142,228,0.15
138,228,0.15
133,228,0.15
124,228,0.15
107,228,0.15
104,228,0.15
100,228,0.15
95,228,0.15
73,228,0.15
56,228,0.15
36,228,0.15
34,228,0.15
6,228,0.15
493,229,0.15
485,229,0.15
475,229,0.15
453,229,0.15
451,229,0.15
349,229,0.15
307,229,0.15
290,229,0.15
259,229,0.15
240,229,0.15
227,229,0.15
216,229,0.15
198,229,0.15
195,229,0.15
165,229,0.15
148,229,0.15
143,229,0.15
121,229,0.15
72,229,0.15
491,230,0.15
490,230,0.15
483,230,0.15
480,230,0.15
443,230,0.15
404,230,0.15
390,230,0.15
382,230,0.15
358,230,0.15
355,230,0.15
341,230,0.15
316,230,0.15
284,230,0.15
233,230,0.15
185,230,0.15
157,230,0.15
137,230,0.15
136,230,0.15
132,230,0.15
128,230,0.15
122,230,0.15
114,230,0.15
97,230,0.15
13,230,0.15
481,231,0.15
476,231,0.15
469,231,0.15
468,231,0.15
383,231,0.15
379,231,0.15
359,231,0.15
328,231,0.15
272,231,0.15
268,231,0.15
236,231,0.15
226,231,0.15
211,231,0.15
208,231,0.15
199,231,0.15
194,231,0.15
191,231,0.15
172,231,0.15
131,231,0.15
58,231,0.15
15,231,0.15
497,232,0.15
495,232,0.15
441,232,0.15
419,232,0.15
414,232,0.15
411,232,0.15
409,232,0.15
407,232,0.15
375,232,0.15
338,232,0.15
312,232,0.15
305,232,0.15
282,232,0.15
245,232,0.15
215,232,0.15
206,232,0.15
158,232,0.15
68,232,0.15
28,232,0.15
491,233,0.15
490,233,0.15
484,233,0.15
480,233,0.15
443,233,0.15
404,233,0.15
390,233,0.15
382,233,0.15
358,233,0.15
355,233,0.15
341,233,0.15
334,233,0.15
316,233,0.15
284,233,0.15
230,233,0.15
185,233,0.15
157,233,0.15
137,233,0.15
136,233,0.15
132,233,0.15
128,233,0.15
122,233,0.15
114,233,0.15
97,233,0.15
13,233,0.15
496,234,0.15
437,234,0.15
366,234,0.15
326,234,0.15
294,234,0.15
263,234,0.15
257,234,0.15
242,234,0.15
205,234,0.15
204,234,0.15
203,234,0.15
202,234,0.15
201,234,0.15
200,234,0.15
192,234,0.15
163,234,0.15
145,234,0.15
129,234,0.15
103,234,0.15
99,234,0.15
83,234,0.15
63,234,0.15
60,234,0.15
52,234,0.15
43,234,0.15
42,234,0.15
11,234,0.15
494,235,0.15
448,235,0.15
403,235,0.15
400,235,0.15
377,235,0.15
371,235,0.15
353,235,0.15
327,235,0.15
319,235,0.15
286,235,0.15
266,235,0.15
219,235,0.15
171,235,0.15
167,235,0.15
161,235,0.15
151,235,0.15
33,235,0.15
7,235,0.15
476,236,0.15
469,236,0.15
468,236,0.15
383,236,0.15
359,236,0.15
350,236,0.15
268,236,0.15
231,236,0.15
226,236,0.15
211,236,0.15
208,236,0.15
199,236,0.15
194,236,0.15
191,236,0.15
172,236,0.15
131,236,0.15
15,236,0.15
498,237,0.15
488,237,0.15
479,237,0.15
458,237,0.15
454,237,0.15
445,237,0.15
395,237,0.15
385,237,0.15
320,237,0.15
288,237,0.15
254,237,0.15
238,237,0.15
212,237,0.15
197,237,0.15
164,237,0.15
84,237,0.15
61,237,0.15
57,237,0.15
53,237,0.15
24,237,0.15
9,237,0.15
479,238,0.15
454,238,0.15
445,238,0.15
402,238,0.15
395,238,0.15
389,238,0.15
385,238,0.15
320,238,0.15
288,238,0.15
254,238,0.15
237,238,0.15
212,238,0.15
197,238,0.15
164,238,0.15
84,238,0.15
61,238,0.15
57,238,0.15
53,238,0.15
9,238,0.15
460,239,0.15
457,239,0.15
456,239,0.15
417,239,0.15
413,239,0.15
408,239,0.15
392,239,0.15
391,239,0.15
362,239,0.15
340,239,0.15
308,239,0.15
306,239,0.15
289,239,0.15
280,239,0.15
271,239,0.15
253,239,0.15
168,239,0.15
20,239,0.15
17,239,0.15
8,239,0.15
2,239,0.15
1,239,0.15
493,240,0.15
485,240,0.15
475,240,0.15
453,240,0.15
451,240,0.15
349,240,0.15
307,240,0.15
290,240,0.15
259,240,0.15
229,240,0.15
227,240,0.15
216,240,0.15
198,240,0.15
195,240,0.15
165,240,0.15
148,240,0.15
121,240,0.15
72,240,0.15
387,241,0.15
381,241,0.15
373,241,0.15
339,241,0.15
304,241,0.15
218,241,0.15
213,241,0.15
196,241,0.15
183,241,0.15
118,241,0.15
92,241,0.15
89,241,0.15
70,241,0.15
67,241,0.15
64,241,0.15
44,241,0.15
5,241,0.15
496,242,0.15
437,242,0.15
366,242,0.15
326,242,0.15
294,242,0.15
291,242,0.15
263,242,0.15
257,242,0.15
234,242,0.15
205,242,0.15
204,242,0.15
203,242,0.15
202,242,0.15
201,242,0.15
200,242,0.15
192,242,0.15
163,242,0.15
145,242,0.15
99,242,0.15
83,242,0.15
65,242,0.15
63,242,0.15
60,242,0.15
52,242,0.15
43,242,0.15
42,242,0.15
11,242,0.15
450,243,0.15
440,243,0.15
438,243,0.15
